SKU_ID,Warehouse_ID,Forecast_Model,Demand_Forecast_AI,Forecast_Daily_Rate,Forecast_MAPE_Pct,Forecast_WAPE_Daily_Pct,Forecast_Bias_Pct,Forecast_Sigma_Daily,Avg_Daily_Demand,Demand_Std_Dev,Units_Sold_YTD,Zero_Day_Share,Is_Intermittent
SKU-0210,WH-JHR-02,combination,235,7.831,14.2,50.8,14.2,4.449,8.679,5.45,1922,0.005,0
SKU-0211,WH-JHR-02,combination,289,9.641,4.6,30.9,4.6,6.25,10.016,6.448,2676,0.011,0
SKU-0212,WH-JHR-02,ma28,1129,37.643,9.7,59.5,9.7,28.588,47.619,33.382,11322,0.003,0
SKU-0213,WH-JHR-02,combination,9174,305.798,5.2,34.5,-5.2,135.189,255.386,135.07,62745,0.0,0
SKU-0214,WH-JHR-02,combination,1031,34.381,28.4,44.1,28.4,21.848,35.964,20.965,8976,0.0,0
SKU-0215,WH-JHR-02,seasonal_index,276,9.202,21.5,59.5,-21.5,8.716,11.655,8.636,2811,0.011,0
SKU-0216,WH-JHR-02,holt_winters,4689,156.284,13.6,37.4,-13.6,78.901,145.315,94.13,36175,0.0,0
SKU-0217,WH-JHR-02,combination,211,7.049,14.3,41.6,14.3,5.93,8.274,5.507,2290,0.008,0
SKU-0218,WH-JHR-02,combination,539,17.976,22.5,45.2,-22.5,9.652,19.512,11.92,4387,0.0,0
SKU-0219,WH-JHR-02,seasonal_index,654,21.784,3.7,33.5,3.7,7.983,16.882,13.098,3426,0.0,0
SKU-0220,WH-JHR-02,holt_winters,298,9.929,7.5,33.6,-7.5,5.02,9.775,7.268,2311,0.058,0
SKU-0221,WH-JHR-02,combination,66,2.199,6.7,60.8,6.7,1.994,2.595,2.408,618,0.219,0
SKU-0222,WH-JHR-02,seasonal_index,71,2.354,9.7,79.2,-9.7,2.331,2.37,2.176,617,0.178,0
SKU-0223,WH-JHR-02,croston_sba,9,0.292,25.8,129.7,-25.8,0.684,0.345,0.621,90,0.723,1
SKU-0224,WH-JHR-02,combination,76,2.55,11.2,60.3,11.2,1.802,2.726,2.334,566,0.153,0
SKU-0225,WH-JHR-02,holt_winters,171,5.706,14.6,44.2,14.6,5.516,5.825,5.565,1514,0.093,0
SKU-0226,WH-JHR-02,ma28,200,6.679,40.4,56.7,-40.4,4.496,7.156,6.052,1630,0.03,0
SKU-0227,WH-JHR-02,combination,2636,87.866,38.4,66.7,38.4,67.909,113.367,73.952,28315,0.0,0
SKU-0228,WH-JHR-02,combination,1648,54.941,10.5,31.4,-10.5,20.618,46.195,21.423,10811,0.0,0
SKU-0229,WH-JHR-02,combination,70,2.331,7.7,59.8,7.7,1.994,2.764,2.357,711,0.145,0
SKU-0230,WH-JHR-02,seasonal_index,327,10.905,34.3,50.9,34.3,8.484,13.071,8.484,3283,0.0,0
SKU-0231,WH-JHR-02,snaive,217,7.233,7.1,38.7,-7.1,6.028,9.732,6.251,2247,0.005,0
SKU-0232,WH-JHR-02,combination,208,6.941,35.3,63.0,35.3,4.873,6.611,5.038,1544,0.066,0
SKU-0233,WH-JHR-02,combination,394,13.144,4.0,49.4,4.0,9.912,11.096,8.844,3146,0.019,0
SKU-0234,WH-JHR-02,holt_winters,344,11.461,31.7,56.6,-31.7,8.68,11.781,9.148,2947,0.025,0
SKU-0235,WH-JHR-02,combination,308,10.257,22.2,50.9,-22.2,4.713,8.712,6.677,1807,0.011,0
SKU-0236,WH-JHR-02,combination,3413,113.782,0.4,45.0,0.4,79.672,110.09,70.629,29068,0.0,0
SKU-0237,WH-JHR-02,seasonal_index,92,3.078,40.2,81.4,40.2,2.44,3.781,2.856,857,0.052,0
SKU-0238,WH-JHR-02,combination,1474,49.148,6.0,29.1,6.0,23.691,54.066,26.972,13465,0.0,0
SKU-0239,WH-JHR-02,combination,7037,234.58,9.6,40.7,9.6,155.827,329.244,189.628,78427,0.0,0
SKU-0240,WH-JHR-02,ma28,405,13.5,18.9,42.1,-18.9,8.128,13.718,8.59,3025,0.0,0
SKU-0241,WH-JHR-02,seasonal_index,4635,154.484,7.8,37.6,-7.8,71.89,151.247,94.611,35378,0.0,0
SKU-0242,WH-JHR-02,combination,851,28.368,33.3,63.5,33.3,22.005,31.773,19.077,8088,0.0,0
SKU-0243,WH-JHR-02,seasonal_index,465,15.491,0.5,54.9,0.5,10.805,14.011,10.361,3359,0.005,0
SKU-0244,WH-JHR-02,seasonal_index,264,8.785,6.0,50.1,-6.0,5.261,8.797,5.711,2024,0.008,0
SKU-0245,WH-JHR-02,combination,213,7.095,9.1,58.3,9.1,5.177,7.118,4.86,1869,0.033,0
SKU-0246,WH-JHR-02,combination,398,13.274,6.3,30.6,6.3,7.136,12.466,6.964,2994,0.0,0
SKU-0247,WH-JHR-02,combination,170,5.678,8.9,46.9,8.9,3.393,6.019,3.975,1364,0.033,0
SKU-0248,WH-JHR-02,combination,125,4.177,9.2,53.0,9.2,3.441,4.384,3.475,1142,0.126,0
SKU-0249,WH-JHR-02,combination,292,9.73,19.0,56.8,19.0,8.658,12.405,11.872,2658,0.041,0
SKU-0250,WH-JHR-02,seasonal_index,1092,36.407,22.8,42.4,22.8,26.141,35.329,22.434,8982,0.0,0
SKU-0001,WH-BTM-03,seasonal_index,610,20.325,7.8,47.9,-7.8,18.438,21.775,16.063,5589,0.0,0
SKU-0002,WH-BTM-03,combination,62,2.056,12.3,66.4,-12.3,1.612,1.666,1.463,427,0.227,0
SKU-0003,WH-BTM-03,seasonal_index,194,6.483,0.1,57.0,-0.1,4.572,6.844,4.189,1772,0.025,0
SKU-0004,WH-BTM-03,combination,800,26.651,14.8,41.7,14.8,14.427,29.995,15.039,7364,0.0,0
SKU-0005,WH-BTM-03,combination,118,3.943,11.4,49.2,11.4,3.776,4.373,3.577,1234,0.047,0
SKU-0006,WH-BTM-03,combination,49,1.64,26.5,97.1,26.5,1.755,2.608,2.169,634,0.162,0
SKU-0007,WH-BTM-03,combination,4818,160.616,4.1,30.7,-4.1,76.259,144.726,75.022,35069,0.0,0
SKU-0008,WH-BTM-03,combination,20038,667.934,46.3,58.3,46.3,517.954,734.304,474.043,189165,0.0,0
SKU-0009,WH-BTM-03,snaive,198,6.608,9.5,58.9,-9.5,3.845,4.693,3.757,1083,0.063,0
SKU-0010,WH-BTM-03,seasonal_index,296,9.88,3.5,46.3,3.5,7.107,9.789,6.718,2376,0.011,0
SKU-0011,WH-BTM-03,combination,185,6.155,6.6,41.4,6.6,3.823,6.2,6.077,1350,0.093,0
SKU-0012,WH-BTM-03,seasonal_index,1218,40.595,68.8,86.8,68.8,30.735,67.822,39.291,17972,0.0,0
SKU-0013,WH-BTM-03,combination,50,1.67,4.6,69.8,-4.6,1.631,1.633,1.781,404,0.29,0
SKU-0014,WH-BTM-03,combination,786,26.212,2.3,30.0,-2.3,14.461,27.573,17.471,6401,0.0,0
SKU-0015,WH-BTM-03,combination,880,29.319,8.1,51.3,-8.1,19.55,32.23,21.329,7665,0.0,0
SKU-0016,WH-BTM-03,combination,398,13.257,2.3,48.3,2.3,7.815,14.066,9.505,3309,0.005,0
SKU-0017,WH-BTM-03,combination,167,5.552,11.8,46.1,11.8,4.129,6.227,3.68,1631,0.016,0
SKU-0018,WH-BTM-03,seasonal_index,244,8.128,0.7,57.5,0.7,7.595,10.874,7.753,2676,0.003,0
SKU-0019,WH-BTM-03,seasonal_index,175,5.836,1.3,48.5,1.3,3.42,4.671,3.192,1127,0.055,0
SKU-0020,WH-BTM-03,combination,96,3.19,30.2,55.4,30.2,3.0,3.211,2.93,772,0.121,0
SKU-0021,WH-BTM-03,seasonal_index,682,22.717,16.8,33.1,-16.8,10.776,21.759,9.954,5540,0.0,0
SKU-0022,WH-BTM-03,seasonal_index,133,4.443,10.3,71.4,10.3,4.247,5.559,4.991,1413,0.093,0
SKU-0023,WH-BTM-03,seasonal_index,122,4.08,0.5,61.9,-0.5,4.277,4.781,3.799,1371,0.049,0
SKU-0024,WH-BTM-03,snaive,958,31.942,13.9,41.5,-13.9,15.541,31.69,13.647,7694,0.0,0
SKU-0025,WH-BTM-03,seasonal_index,2211,73.701,2.8,44.4,2.8,43.142,73.249,43.149,17910,0.0,0
SKU-0026,WH-BTM-03,combination,538,17.927,40.9,70.5,40.9,15.435,18.677,13.614,5094,0.003,0
SKU-0027,WH-BTM-03,combination,623,20.752,16.7,55.2,-16.7,10.463,16.707,10.839,3905,0.003,0
SKU-0028,WH-BTM-03,seasonal_index,618,20.593,6.4,39.0,-6.4,9.312,16.534,9.303,3728,0.0,0
SKU-0029,WH-BTM-03,combination,193,6.422,10.6,35.5,10.6,3.549,6.778,3.856,1706,0.005,0
SKU-0030,WH-BTM-03,combination,62,2.054,14.7,79.7,-14.7,2.262,2.151,2.167,544,0.236,0
SKU-0031,WH-BTM-03,seasonal_index,1399,46.632,9.8,39.6,-9.8,22.349,44.411,21.109,10761,0.0,0
SKU-0032,WH-BTM-03,combination,222,7.392,14.3,50.3,14.3,3.791,6.849,5.415,1318,0.03,0
SKU-0033,WH-BTM-03,combination,4102,136.73,31.4,55.7,-31.4,74.779,100.633,79.182,25031,0.0,0
SKU-0034,WH-BTM-03,combination,930,30.996,0.2,39.7,-0.2,15.043,32.874,21.311,7348,0.0,0
SKU-0035,WH-BTM-03,seasonal_index,536,17.874,8.6,41.7,-8.6,10.383,16.397,10.539,3860,0.003,0
SKU-0036,WH-BTM-03,combination,177,5.915,8.3,56.9,-8.3,3.594,5.964,4.74,1179,0.041,0
SKU-0037,WH-BTM-03,seasonal_index,56,1.883,6.4,64.4,6.4,2.091,3.016,2.564,755,0.14,0
SKU-0038,WH-BTM-03,seasonal_index,1177,39.242,17.0,39.4,17.0,30.081,51.658,29.316,13010,0.0,0
SKU-0039,WH-BTM-03,combination,280,9.317,70.4,76.6,70.4,8.484,9.877,8.099,2502,0.044,0
SKU-0040,WH-BTM-03,combination,458,15.282,0.0,41.4,0.0,8.539,13.668,9.191,3175,0.008,0
SKU-0041,WH-BTM-03,croston_sba,21,0.691,18.1,94.5,-18.1,1.23,0.967,1.186,237,0.433,1
SKU-0042,WH-BTM-03,combination,1962,65.411,4.1,47.8,-4.1,38.55,56.616,37.126,13229,0.0,0
SKU-0043,WH-BTM-03,combination,226,7.525,6.7,54.1,6.7,7.238,9.074,7.12,2205,0.022,0
SKU-0044,WH-BTM-03,seasonal_index,53,1.783,18.5,81.4,-18.5,1.832,1.63,1.778,404,0.296,0
SKU-0045,WH-BTM-03,combination,327,10.885,0.3,30.6,0.3,6.293,13.553,7.182,3211,0.0,0
SKU-0046,WH-BTM-03,seasonal_index,1300,43.317,16.3,37.7,-16.3,21.76,41.54,20.229,10546,0.0,0
SKU-0047,WH-BTM-03,holt_winters,139,4.646,29.8,61.8,29.8,4.1,5.57,4.717,1348,0.074,0
SKU-0048,WH-BTM-03,combination,150,5.013,14.6,59.5,14.6,3.939,4.77,3.946,1172,0.115,0
SKU-0049,WH-BTM-03,combination,93,3.11,13.1,50.7,13.1,3.109,3.474,2.994,952,0.14,0
SKU-0050,WH-BTM-03,seasonal_index,267,8.885,11.7,39.6,-11.7,7.275,11.479,7.08,3133,0.005,0
SKU-0051,WH-BTM-03,combination,378,12.609,12.6,51.3,-12.6,9.881,16.827,11.576,3829,0.0,0
SKU-0052,WH-BTM-03,combination,1642,54.739,23.7,62.5,23.7,53.677,68.392,46.29,18551,0.0,0
SKU-0053,WH-BTM-03,seasonal_index,24,0.796,66.8,140.5,66.8,1.077,0.929,1.064,222,0.427,1
SKU-0054,WH-BTM-03,seasonal_index,112,3.718,17.8,68.6,17.8,3.186,3.907,3.479,963,0.11,0
SKU-0055,WH-BTM-03,seasonal_index,214,7.122,14.9,55.0,14.9,5.038,7.537,5.133,1899,0.036,0
SKU-0056,WH-BTM-03,combination,1129,37.625,5.9,42.4,-5.9,23.513,34.433,20.82,8197,0.0,0
SKU-0057,WH-BTM-03,seasonal_index,244,8.147,3.6,35.6,-3.6,5.542,10.26,5.636,2574,0.0,0
SKU-0058,WH-BTM-03,croston_sba,12,0.416,87.6,212.6,87.6,0.787,0.444,0.774,97,0.696,1
SKU-0059,WH-BTM-03,combination,558,18.613,8.1,55.0,-8.1,10.887,14.707,11.319,3271,0.008,0
SKU-0060,WH-BTM-03,ma28,2169,72.286,1.1,36.7,-1.1,46.998,95.701,60.798,22108,0.0,0
SKU-0061,WH-BTM-03,combination,33,1.112,1.2,84.3,1.2,1.198,0.866,1.207,204,0.493,1
SKU-0062,WH-BTM-03,combination,895,29.83,2.6,43.5,2.6,17.427,27.973,18.016,6457,0.003,0
SKU-0063,WH-BTM-03,ma28,43,1.429,49.5,100.7,49.5,1.599,1.704,1.605,423,0.258,0
SKU-0064,WH-BTM-03,combination,382,12.744,4.3,44.7,4.3,8.119,14.803,8.777,3630,0.0,0
SKU-0065,WH-BTM-03,holt_winters,35,1.167,32.0,92.2,32.0,1.443,1.551,1.87,323,0.334,1
SKU-0066,WH-BTM-03,combination,428,14.264,6.6,44.8,-6.6,11.276,14.184,9.635,3848,0.014,0
SKU-0067,WH-BTM-03,combination,2218,73.923,13.1,30.3,13.1,32.837,83.923,39.686,19534,0.0,0
SKU-0068,WH-BTM-03,snaive,434,14.458,15.3,45.7,-15.3,12.27,13.581,10.41,3230,0.025,0
SKU-0069,WH-BTM-03,combination,1707,56.896,27.2,50.8,27.2,46.551,70.044,45.01,19208,0.0,0
SKU-0070,WH-BTM-03,combination,1078,35.931,6.8,38.8,-6.8,15.989,39.54,21.363,8548,0.0,0
SKU-0071,WH-BTM-03,combination,461,15.366,1.3,41.1,-1.3,10.111,14.726,9.421,3618,0.005,0
SKU-0072,WH-BTM-03,seasonal_index,1688,56.276,15.0,65.2,15.0,40.15,54.088,42.437,12761,0.0,0
SKU-0073,WH-BTM-03,seasonal_index,797,26.559,16.0,65.1,-16.0,21.301,28.671,22.188,7271,0.0,0
SKU-0074,WH-BTM-03,combination,420,13.998,13.4,41.2,13.4,11.879,14.392,13.883,3163,0.016,0
SKU-0075,WH-BTM-03,combination,302,10.064,10.1,30.9,10.1,4.221,8.115,4.527,1906,0.003,0
SKU-0076,WH-BTM-03,seasonal_index,238,7.919,20.9,76.9,20.9,5.935,6.762,5.888,1565,0.052,0
SKU-0077,WH-BTM-03,combination,109,3.622,11.7,57.7,-11.7,2.403,3.279,2.985,699,0.156,0
SKU-0078,WH-BTM-03,seasonal_index,486,16.192,5.7,48.8,-5.7,9.224,15.704,12.949,3644,0.014,0
SKU-0079,WH-BTM-03,seasonal_index,68,2.267,9.6,67.2,9.6,1.996,2.43,1.941,594,0.153,0
SKU-0080,WH-BTM-03,combination,1512,50.413,16.7,60.3,16.7,48.185,68.252,50.903,15673,0.0,0
SKU-0081,WH-BTM-03,combination,120,3.994,3.2,49.8,-3.2,3.801,4.419,3.419,1134,0.066,0
SKU-0082,WH-BTM-03,seasonal_index,582,19.4,23.7,67.0,23.7,12.435,19.885,13.6,4753,0.003,0
SKU-0083,WH-BTM-03,combination,1762,58.74,13.0,37.6,13.0,41.357,72.97,41.679,18148,0.0,0
SKU-0084,WH-BTM-03,seasonal_index,3865,128.827,3.0,38.4,-3.0,70.94,111.096,72.258,24618,0.0,0
SKU-0085,WH-BTM-03,combination,862,28.723,18.0,33.3,-18.0,11.192,24.241,14.434,5251,0.0,0
SKU-0086,WH-BTM-03,seasonal_index,71,2.358,34.6,78.2,34.6,1.718,2.132,1.737,469,0.189,0
SKU-0087,WH-BTM-03,seasonal_index,913,30.418,19.1,47.5,19.1,17.065,31.282,16.927,7401,0.0,0
SKU-0088,WH-BTM-03,combination,89,2.958,8.9,68.8,8.9,3.011,3.704,2.907,981,0.079,0
SKU-0089,WH-BTM-03,combination,339,11.314,1.1,32.1,1.1,4.078,9.732,5.624,2069,0.0,0
SKU-0090,WH-BTM-03,combination,2920,97.319,2.6,35.8,-2.6,39.869,85.696,42.045,19780,0.0,0
SKU-0091,WH-BTM-03,combination,1266,42.187,27.3,36.8,-27.3,22.273,33.09,23.683,7396,0.003,0
SKU-0092,WH-BTM-03,combination,64,2.13,25.3,81.5,-25.3,1.831,2.175,2.17,491,0.186,0
SKU-0093,WH-BTM-03,seasonal_index,148,4.939,12.0,60.6,-12.0,3.545,4.551,3.557,1082,0.068,0
SKU-0094,WH-BTM-03,combination,284,9.459,1.9,52.0,1.9,7.139,9.91,7.843,2440,0.044,0
SKU-0095,WH-BTM-03,combination,69,2.284,6.6,64.1,-6.6,2.774,2.43,2.536,611,0.222,0
SKU-0096,WH-BTM-03,combination,55,1.841,49.1,103.7,49.1,2.225,2.11,2.082,512,0.258,0
SKU-0097,WH-BTM-03,seasonal_index,273,9.106,20.5,66.6,20.5,9.775,8.89,8.769,2131,0.036,0
SKU-0098,WH-BTM-03,combination,2680,89.34,2.1,31.3,-2.1,37.059,80.23,41.665,17512,0.0,0
SKU-0099,WH-BTM-03,combination,463,15.431,19.4,44.1,19.4,11.262,18.416,10.894,4910,0.0,0
SKU-0100,WH-BTM-03,combination,20,0.664,39.4,89.8,-39.4,0.617,0.468,0.732,103,0.652,1
SKU-0101,WH-BTM-03,seasonal_index,218,7.265,41.6,60.8,41.6,8.349,13.296,8.798,3554,0.0,0
SKU-0102,WH-BTM-03,seasonal_index,94,3.146,5.5,69.8,-5.5,2.463,3.537,2.382,870,0.074,0
SKU-0103,WH-BTM-03,holt_winters,399,13.296,3.8,31.7,-3.8,5.593,11.479,7.662,2782,0.019,0
SKU-0104,WH-BTM-03,seasonal_index,1710,57.012,9.7,55.6,-9.7,53.918,59.181,46.551,15985,0.0,0
SKU-0105,WH-BTM-03,combination,49,1.646,20.1,74.3,-20.1,1.483,1.6,1.521,376,0.263,0
SKU-0106,WH-BTM-03,combination,76,2.544,32.1,66.8,32.1,2.417,2.641,2.393,616,0.151,0
SKU-0107,WH-BTM-03,combination,585,19.507,3.7,38.8,3.7,12.666,19.775,11.741,5038,0.0,0
SKU-0108,WH-BTM-03,combination,78,2.616,35.9,61.5,-35.9,1.877,1.885,1.955,481,0.279,0
SKU-0109,WH-BTM-03,snaive,2147,71.558,25.2,40.0,-25.2,38.43,74.86,42.526,15892,0.0,0
SKU-0110,WH-BTM-03,combination,931,31.022,1.8,41.1,1.8,17.237,21.948,16.293,5507,0.0,0
SKU-0111,WH-BTM-03,seasonal_index,710,23.661,15.4,50.3,15.4,18.331,24.416,15.742,6054,0.005,0
SKU-0112,WH-BTM-03,combination,152,5.074,42.5,60.1,42.5,5.203,7.027,4.696,1908,0.014,0
SKU-0113,WH-BTM-03,combination,265,8.819,24.3,63.7,24.3,6.258,9.879,8.34,2214,0.036,0
SKU-0114,WH-BTM-03,snaive,260,8.675,0.3,54.0,0.3,6.315,10.178,6.958,2241,0.022,0
SKU-0115,WH-BTM-03,seasonal_index,451,15.044,17.6,54.8,17.6,10.51,15.121,9.473,4027,0.0,0
SKU-0116,WH-BTM-03,combination,750,24.993,26.9,55.9,26.9,14.437,26.37,15.714,5902,0.0,0
SKU-0117,WH-BTM-03,combination,720,24.0,0.7,29.8,-0.7,12.633,24.518,13.481,5797,0.0,0
SKU-0118,WH-BTM-03,combination,44,1.472,2.6,83.0,-2.6,1.573,1.449,1.512,347,0.296,0
SKU-0119,WH-BTM-03,combination,336,11.206,8.3,38.7,-8.3,8.291,12.589,8.645,2996,0.005,0
SKU-0120,WH-BTM-03,combination,121,4.037,17.0,67.7,17.0,3.698,3.562,3.318,882,0.123,0
SKU-0121,WH-BTM-03,combination,322,10.735,1.4,40.3,-1.4,7.078,11.386,7.038,2931,0.014,0
SKU-0122,WH-BTM-03,combination,496,16.535,5.1,34.0,-5.1,10.377,18.255,10.722,4518,0.003,0
SKU-0123,WH-BTM-03,combination,230,7.666,2.3,28.9,2.3,2.934,6.29,4.042,1444,0.016,0
SKU-0124,WH-BTM-03,combination,196,6.543,27.8,51.4,27.8,5.061,6.211,4.96,1525,0.066,0
SKU-0125,WH-BTM-03,combination,3031,101.045,5.8,33.2,5.8,58.227,108.756,57.591,29615,0.0,0
SKU-0126,WH-BTM-03,ma28,146,4.857,8.6,50.5,8.6,3.067,5.953,3.81,1354,0.011,0
SKU-0127,WH-BTM-03,holt_winters,59,1.983,1.5,64.5,-1.5,2.184,2.43,2.644,582,0.288,0
SKU-0128,WH-BTM-03,combination,483,16.089,12.2,40.3,-12.2,9.086,16.06,8.428,4426,0.0,0
SKU-0129,WH-BTM-03,seasonal_index,932,31.051,19.5,35.9,19.5,15.601,42.011,21.259,10095,0.0,0
SKU-0130,WH-BTM-03,combination,117,3.891,16.3,58.4,16.3,3.629,4.833,3.939,1153,0.093,0
SKU-0131,WH-BTM-03,combination,1273,42.442,10.5,44.9,10.5,22.435,50.397,34.249,11521,0.0,0
SKU-0132,WH-BTM-03,combination,972,32.39,1.8,43.3,1.8,14.084,25.112,19.814,5112,0.0,0
SKU-0133,WH-BTM-03,combination,317,10.562,19.3,47.8,-19.3,6.779,9.584,6.668,2508,0.014,0
SKU-0134,WH-BTM-03,seasonal_index,300,10.0,12.6,71.2,12.6,9.669,11.079,9.198,2730,0.041,0
SKU-0135,WH-BTM-03,combination,2013,67.105,9.2,41.2,-9.2,33.94,59.416,37.087,14231,0.0,0
SKU-0136,WH-BTM-03,combination,248,8.276,19.6,54.8,19.6,6.198,10.496,7.458,2495,0.003,0
SKU-0137,WH-BTM-03,croston_sba,24,0.802,7.4,100.0,7.4,0.771,0.74,0.905,158,0.499,1
SKU-0138,WH-BTM-03,combination,1927,64.247,10.7,40.8,-10.7,33.246,61.058,36.6,13656,0.0,0
SKU-0139,WH-BTM-03,seasonal_index,748,24.94,5.0,26.8,5.0,18.182,27.455,16.393,7019,0.0,0
SKU-0140,WH-BTM-03,combination,566,18.869,5.8,40.8,5.8,11.772,20.967,12.781,4824,0.0,0
SKU-0141,WH-BTM-03,seasonal_index,943,31.426,11.8,36.6,11.8,10.343,28.197,13.23,6434,0.0,0
SKU-0142,WH-BTM-03,seasonal_index,60,2.004,18.9,75.4,-18.9,2.198,1.66,1.871,440,0.263,0
SKU-0143,WH-BTM-03,combination,80,2.673,0.5,63.7,0.5,1.935,2.236,2.184,468,0.225,0
SKU-0144,WH-BTM-03,croston_sba,16,0.519,27.8,125.6,27.8,0.963,0.647,0.907,164,0.553,1
SKU-0145,WH-BTM-03,seasonal_index,119,3.952,1.5,55.2,1.5,3.496,4.704,3.176,1190,0.027,0
SKU-0146,WH-BTM-03,combination,317,10.552,16.8,42.0,16.8,7.158,10.959,9.212,2571,0.036,0
SKU-0147,WH-BTM-03,combination,196,6.532,23.7,54.2,23.7,4.648,6.414,5.196,1452,0.077,0
SKU-0148,WH-BTM-03,combination,484,16.128,7.5,39.2,7.5,9.722,15.647,9.615,3849,0.0,0
SKU-0149,WH-BTM-03,croston_sba,35,1.176,18.6,56.6,-18.6,1.363,1.285,1.359,317,0.356,1
SKU-0150,WH-BTM-03,seasonal_index,45,1.487,5.9,81.2,5.9,1.061,1.104,1.34,227,0.4,1
SKU-0151,WH-BTM-03,combination,1340,44.678,3.9,36.0,3.9,25.281,44.027,25.118,11493,0.0,0
SKU-0152,WH-BTM-03,snaive,353,11.775,1.0,40.6,1.0,7.922,14.014,7.848,3189,0.0,0
SKU-0153,WH-BTM-03,combination,1011,33.701,25.9,42.8,-25.9,14.962,31.107,17.62,6726,0.0,0
SKU-0154,WH-BTM-03,combination,390,12.989,5.1,40.9,5.1,8.487,17.296,10.609,4039,0.0,0
SKU-0155,WH-BTM-03,combination,441,14.705,5.8,43.7,5.8,7.573,13.677,11.233,2933,0.003,0
SKU-0156,WH-BTM-03,combination,431,14.372,23.5,48.8,-23.5,6.804,12.693,7.795,3000,0.014,0
SKU-0157,WH-BTM-03,snaive,212,7.05,16.3,62.8,16.3,6.388,7.679,5.61,1817,0.063,0
SKU-0158,WH-BTM-03,combination,469,15.626,17.9,44.4,17.9,9.018,15.49,10.243,3976,0.003,0
SKU-0159,WH-BTM-03,combination,241,8.042,20.6,50.9,20.6,4.733,8.471,5.072,1947,0.003,0
SKU-0160,WH-BTM-03,seasonal_index,839,27.955,0.6,38.9,-0.6,16.585,30.315,16.246,7550,0.0,0
SKU-0161,WH-BTM-03,seasonal_index,478,15.934,38.0,67.3,38.0,11.91,20.893,13.369,5152,0.003,0
SKU-0162,WH-BTM-03,combination,1055,35.173,10.2,39.1,-10.2,15.972,29.638,21.29,5983,0.0,0
SKU-0163,WH-BTM-03,combination,106,3.524,12.4,55.3,-12.4,2.118,3.129,2.56,692,0.156,0
SKU-0164,WH-BTM-03,combination,950,31.673,32.9,50.8,-32.9,17.61,25.318,18.971,5400,0.005,0
SKU-0165,WH-BTM-03,combination,159,5.287,14.5,61.7,14.5,3.965,6.542,4.357,1511,0.019,0
SKU-0166,WH-BTM-03,holt_winters,192,6.388,21.9,51.7,-21.9,3.351,5.436,4.198,1265,0.096,0
SKU-0167,WH-BTM-03,seasonal_index,1879,62.623,8.0,26.6,8.0,59.118,85.307,48.858,22150,0.0,0
SKU-0168,WH-BTM-03,combination,130,4.319,11.0,61.1,11.0,3.622,3.849,3.247,958,0.055,0
SKU-0169,WH-BTM-03,combination,52,1.725,6.1,64.6,-6.1,1.479,1.57,1.601,368,0.307,1
SKU-0170,WH-BTM-03,combination,69,2.297,13.3,75.1,13.3,2.838,2.384,2.398,699,0.148,0
SKU-0171,WH-BTM-03,croston_sba,22,0.737,25.7,125.1,25.7,1.016,0.742,0.972,180,0.534,1
SKU-0172,WH-BTM-03,combination,187,6.23,3.1,39.2,3.1,3.879,4.715,3.622,1147,0.044,0
SKU-0173,WH-BTM-03,seasonal_index,487,16.227,17.3,70.1,-17.3,16.852,18.693,15.331,4763,0.016,0
SKU-0174,WH-BTM-03,combination,130,4.326,27.6,53.7,27.6,3.408,4.729,3.262,1305,0.049,0
SKU-0175,WH-BTM-03,seasonal_index,607,20.23,18.1,55.3,18.1,20.529,24.737,18.302,6430,0.0,0
SKU-0176,WH-BTM-03,combination,1714,57.13,16.3,38.6,-16.3,23.003,50.458,29.187,10622,0.0,0
SKU-0177,WH-BTM-03,combination,2002,66.723,2.3,50.7,2.3,46.353,80.751,45.489,20552,0.0,0
SKU-0178,WH-BTM-03,seasonal_index,140,4.665,3.8,53.5,3.8,8.104,9.559,7.544,2680,0.014,0
SKU-0179,WH-BTM-03,combination,4135,137.818,12.8,37.6,12.8,70.081,139.888,69.058,32490,0.0,0
SKU-0180,WH-BTM-03,combination,1149,38.289,13.9,49.6,-13.9,18.658,35.055,21.06,8048,0.0,0
SKU-0181,WH-BTM-03,combination,271,9.031,8.7,63.2,-8.7,5.365,8.268,6.89,1878,0.005,0
SKU-0182,WH-BTM-03,combination,230,7.678,3.6,41.6,3.6,3.959,7.51,4.298,1726,0.003,0
SKU-0183,WH-BTM-03,combination,72,2.388,6.2,85.2,-6.2,1.931,1.986,1.8,442,0.203,0
SKU-0184,WH-BTM-03,seasonal_index,66,2.216,5.1,74.0,5.1,2.695,2.26,2.342,586,0.241,0
SKU-0185,WH-BTM-03,combination,438,14.614,8.4,61.5,8.4,11.443,17.008,11.457,4163,0.003,0
SKU-0186,WH-BTM-03,combination,207,6.89,15.9,45.0,15.9,5.502,8.682,5.739,2105,0.016,0
SKU-0187,WH-BTM-03,combination,1470,48.985,5.8,35.9,5.8,36.984,52.34,37.571,12981,0.0,0
SKU-0188,WH-BTM-03,snaive,138,4.6,16.3,48.9,16.3,3.309,3.718,2.914,1037,0.104,0
SKU-0189,WH-BTM-03,combination,1447,48.227,5.9,51.2,5.9,35.001,58.926,46.565,14314,0.0,0
SKU-0190,WH-BTM-03,combination,32,1.057,13.5,90.5,13.5,1.635,1.285,1.523,333,0.397,1
