SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Holding_Cost_Per_Unit
SKU-0245,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-005,20.54,45.83,39,5.9,3.84
SKU-0246,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-040,3.94,5.92,11,3.0,0.74
SKU-0247,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-013,7.28,14.04,41,9.7,1.36
SKU-0248,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-013,19.59,31.91,23,7.7,3.66
SKU-0249,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-012,28.62,52.76,35,7.3,5.35
SKU-0250,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-019,5.76,10.21,17,2.8,1.08
SKU-0001,WH-PEN-04,Penang,FMCG Household,C,SUP-003,0.71,0.93,9,1.4,0.15
SKU-0002,WH-PEN-04,Penang,Medical Supplies,C,SUP-019,9.02,12.35,22,2.2,1.79
SKU-0003,WH-PEN-04,Penang,FMCG Household,C,SUP-025,1.74,3.87,10,2.2,0.34
SKU-0004,WH-PEN-04,Penang,Automotive Parts,B,SUP-039,13.13,16.91,39,4.3,2.6
SKU-0005,WH-PEN-04,Penang,Consumer Electronics,C,SUP-022,24.26,34.06,22,3.7,4.8
SKU-0006,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-014,10.71,13.93,26,9.1,2.12
SKU-0007,WH-PEN-04,Penang,FMCG Household,C,SUP-023,0.55,0.74,8,2.6,0.15
SKU-0008,WH-PEN-04,Penang,FMCG Household,A,SUP-008,3.56,6.39,12,1.8,0.7
SKU-0009,WH-PEN-04,Penang,Consumer Electronics,B,SUP-004,54.11,78.08,19,3.4,10.71
SKU-0010,WH-PEN-04,Penang,Medical Supplies,C,SUP-028,11.31,19.67,22,4.8,2.24
SKU-0011,WH-PEN-04,Penang,Industrial Components,C,SUP-040,8.53,15.03,37,11.5,1.69
SKU-0012,WH-PEN-04,Penang,Apparel & Textiles,A,SUP-034,8.89,18.75,31,9.3,1.76
SKU-0013,WH-PEN-04,Penang,Automotive Parts,C,SUP-024,10.62,13.65,27,3.6,2.1
SKU-0014,WH-PEN-04,Penang,FMCG Household,C,SUP-002,1.85,3.91,9,1.2,0.37
SKU-0015,WH-PEN-04,Penang,Medical Supplies,A,SUP-040,25.96,46.6,19,3.9,5.14
SKU-0016,WH-PEN-04,Penang,Industrial Components,B,SUP-018,38.84,53.84,33,10.5,7.69
SKU-0017,WH-PEN-04,Penang,Medical Supplies,B,SUP-012,21.3,42.45,23,7.4,4.22
SKU-0018,WH-PEN-04,Penang,Consumer Electronics,B,SUP-036,24.1,51.06,22,2.8,4.77
SKU-0019,WH-PEN-04,Penang,FMCG Household,C,SUP-030,3.04,4.42,12,2.9,0.6
SKU-0020,WH-PEN-04,Penang,Automotive Parts,B,SUP-030,38.15,84.92,30,4.2,7.55
SKU-0021,WH-PEN-04,Penang,FMCG Household,C,SUP-012,1.94,3.15,9,2.4,0.38
SKU-0022,WH-PEN-04,Penang,Industrial Components,B,SUP-040,26.07,46.32,24,7.9,5.16
SKU-0023,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-019,1.34,3.15,31,6.6,0.27
SKU-0024,WH-PEN-04,Penang,FMCG Household,C,SUP-022,1.27,1.95,8,1.0,0.25
SKU-0025,WH-PEN-04,Penang,FMCG Household,B,SUP-031,2.44,5.01,9,2.2,0.48
SKU-0026,WH-PEN-04,Penang,Consumer Electronics,B,SUP-027,16.01,24.06,27,5.5,3.17
SKU-0027,WH-PEN-04,Penang,Medical Supplies,C,SUP-007,6.15,12.49,20,6.1,1.22
SKU-0028,WH-PEN-04,Penang,Consumer Electronics,A,SUP-013,53.0,94.02,18,3.3,10.49
SKU-0029,WH-PEN-04,Penang,Consumer Electronics,B,SUP-015,61.4,87.45,17,5.4,12.16
SKU-0030,WH-PEN-04,Penang,Automotive Parts,C,SUP-038,31.13,49.34,36,6.1,6.16
SKU-0031,WH-PEN-04,Penang,FMCG Household,B,SUP-029,3.6,5.41,9,1.3,0.71
SKU-0032,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-015,13.88,18.46,22,3.9,2.75
SKU-0033,WH-PEN-04,Penang,Industrial Components,A,SUP-030,8.1,10.53,33,3.6,1.6
SKU-0034,WH-PEN-04,Penang,Industrial Components,A,SUP-030,19.14,29.21,27,4.6,3.79
SKU-0035,WH-PEN-04,Penang,Medical Supplies,B,SUP-016,11.81,15.28,20,5.3,2.34
SKU-0036,WH-PEN-04,Penang,Consumer Electronics,C,SUP-017,11.4,15.82,22,3.0,2.26
SKU-0037,WH-PEN-04,Penang,Consumer Electronics,B,SUP-036,48.54,93.54,20,2.6,9.61
SKU-0038,WH-PEN-04,Penang,Medical Supplies,A,SUP-023,12.84,24.45,15,2.0,2.54
SKU-0039,WH-PEN-04,Penang,Industrial Components,B,SUP-006,19.9,38.71,27,3.2,3.94
SKU-0040,WH-PEN-04,Penang,Automotive Parts,B,SUP-029,12.08,18.14,27,8.6,2.39
SKU-0041,WH-PEN-04,Penang,Medical Supplies,C,SUP-024,6.52,14.19,17,5.7,1.29
SKU-0042,WH-PEN-04,Penang,FMCG Household,B,SUP-021,3.86,6.82,12,1.3,0.76
SKU-0043,WH-PEN-04,Penang,Automotive Parts,C,SUP-030,7.1,9.66,42,12.2,1.41
SKU-0044,WH-PEN-04,Penang,Industrial Components,C,SUP-037,11.38,15.63,29,8.2,2.25
SKU-0045,WH-PEN-04,Penang,FMCG Household,C,SUP-014,1.58,2.98,11,3.8,0.31
SKU-0046,WH-PEN-04,Penang,FMCG Household,C,SUP-017,2.31,3.22,11,2.1,0.46
SKU-0047,WH-PEN-04,Penang,Industrial Components,B,SUP-008,24.11,40.36,37,6.3,4.77
SKU-0048,WH-PEN-04,Penang,Industrial Components,B,SUP-026,20.76,49.08,27,5.8,4.11
SKU-0049,WH-PEN-04,Penang,Automotive Parts,C,SUP-017,8.95,11.5,32,10.1,1.77
SKU-0050,WH-PEN-04,Penang,Consumer Electronics,B,SUP-014,20.4,26.36,21,5.9,4.04
SKU-0051,WH-PEN-04,Penang,Consumer Electronics,A,SUP-028,53.4,126.39,18,3.9,10.57
SKU-0052,WH-PEN-04,Penang,Consumer Electronics,A,SUP-017,42.07,73.87,21,3.4,8.33
SKU-0053,WH-PEN-04,Penang,FMCG Household,C,SUP-019,2.9,3.95,12,3.4,0.57
SKU-0054,WH-PEN-04,Penang,Automotive Parts,B,SUP-018,36.5,79.87,44,13.8,7.23
SKU-0055,WH-PEN-04,Penang,Automotive Parts,B,SUP-011,40.86,88.24,29,5.8,8.09
SKU-0056,WH-PEN-04,Penang,FMCG Household,C,SUP-006,0.72,1.23,10,2.7,0.15
SKU-0057,WH-PEN-04,Penang,Medical Supplies,C,SUP-034,11.17,20.08,18,3.6,2.21
SKU-0058,WH-PEN-04,Penang,Automotive Parts,C,SUP-004,30.36,44.54,36,7.9,6.01
SKU-0059,WH-PEN-04,Penang,Consumer Electronics,B,SUP-013,25.62,33.63,24,5.5,5.07
SKU-0060,WH-PEN-04,Penang,Consumer Electronics,A,SUP-027,53.45,94.44,18,5.3,10.58
SKU-0061,WH-PEN-04,Penang,Automotive Parts,C,SUP-006,27.68,41.08,43,14.8,5.48
SKU-0062,WH-PEN-04,Penang,Medical Supplies,A,SUP-027,21.22,39.22,24,5.1,4.2
SKU-0063,WH-PEN-04,Penang,Automotive Parts,B,SUP-030,45.04,94.04,39,7.2,8.92
SKU-0064,WH-PEN-04,Penang,FMCG Household,C,SUP-027,2.37,3.06,11,2.1,0.47
SKU-0065,WH-PEN-04,Penang,Automotive Parts,C,SUP-013,47.75,84.43,37,4.9,9.45
SKU-0066,WH-PEN-04,Penang,Medical Supplies,B,SUP-001,16.68,23.94,17,3.0,3.3
SKU-0067,WH-PEN-04,Penang,Medical Supplies,A,SUP-036,23.26,49.98,16,1.9,4.61
SKU-0068,WH-PEN-04,Penang,Industrial Components,C,SUP-014,15.26,22.16,33,6.8,3.02
SKU-0069,WH-PEN-04,Penang,Consumer Electronics,A,SUP-033,34.43,61.47,18,2.6,6.82
SKU-0070,WH-PEN-04,Penang,Medical Supplies,A,SUP-008,15.29,26.33,23,4.3,3.03
SKU-0071,WH-PEN-04,Penang,Consumer Electronics,B,SUP-007,12.77,20.04,23,6.9,2.53
SKU-0072,WH-PEN-04,Penang,Industrial Components,A,SUP-032,17.35,32.37,30,4.8,3.44
SKU-0073,WH-PEN-04,Penang,FMCG Household,B,SUP-038,3.89,7.5,9,2.3,0.77
SKU-0074,WH-PEN-04,Penang,Industrial Components,B,SUP-035,25.71,44.64,40,13.0,5.09
SKU-0075,WH-PEN-04,Penang,Consumer Electronics,B,SUP-031,16.76,33.06,20,4.8,3.32
SKU-0076,WH-PEN-04,Penang,Industrial Components,C,SUP-010,15.2,35.68,26,3.9,3.01
SKU-0077,WH-PEN-04,Penang,Industrial Components,C,SUP-037,9.9,15.74,26,4.8,1.96
SKU-0078,WH-PEN-04,Penang,Automotive Parts,C,SUP-027,6.17,10.37,39,9.7,1.22
SKU-0079,WH-PEN-04,Penang,Medical Supplies,C,SUP-007,25.19,32.48,24,5.4,4.99
SKU-0080,WH-PEN-04,Penang,FMCG Household,B,SUP-006,2.16,4.38,9,1.2,0.43
SKU-0081,WH-PEN-04,Penang,Automotive Parts,C,SUP-035,19.45,32.81,44,9.3,3.85
SKU-0082,WH-PEN-04,Penang,Industrial Components,B,SUP-012,24.55,38.78,28,6.6,4.86
SKU-0083,WH-PEN-04,Penang,FMCG Household,C,SUP-031,0.53,0.71,11,1.8,0.15
SKU-0084,WH-PEN-04,Penang,Consumer Electronics,A,SUP-006,22.29,48.49,18,4.6,4.41
SKU-0085,WH-PEN-04,Penang,Consumer Electronics,A,SUP-012,45.67,71.61,24,2.8,9.04
SKU-0086,WH-PEN-04,Penang,Consumer Electronics,C,SUP-012,41.86,78.35,26,4.8,8.29
SKU-0087,WH-PEN-04,Penang,FMCG Household,C,SUP-012,4.13,5.69,10,3.0,0.82
SKU-0088,WH-PEN-04,Penang,Medical Supplies,C,SUP-027,17.51,40.36,16,2.6,3.47
SKU-0089,WH-PEN-04,Penang,Consumer Electronics,B,SUP-037,33.26,46.47,28,7.0,6.59
SKU-0090,WH-PEN-04,Penang,Medical Supplies,A,SUP-037,21.04,29.71,24,4.9,4.17
SKU-0091,WH-PEN-04,Penang,Consumer Electronics,A,SUP-030,56.68,120.4,23,4.1,11.22
SKU-0092,WH-PEN-04,Penang,Automotive Parts,C,SUP-009,38.87,86.1,39,12.8,7.7
SKU-0093,WH-PEN-04,Penang,Medical Supplies,C,SUP-039,26.08,37.07,22,4.1,5.16
SKU-0094,WH-PEN-04,Penang,Industrial Components,B,SUP-022,31.15,50.99,27,4.3,6.17
SKU-0095,WH-PEN-04,Penang,Industrial Components,C,SUP-022,34.2,66.29,38,12.4,6.77
SKU-0096,WH-PEN-04,Penang,Automotive Parts,C,SUP-029,10.36,22.34,32,9.2,2.05
SKU-0097,WH-PEN-04,Penang,Industrial Components,B,SUP-031,29.37,45.64,36,9.7,5.82
SKU-0098,WH-PEN-04,Penang,Consumer Electronics,A,SUP-039,31.2,52.54,19,2.1,6.18
SKU-0099,WH-PEN-04,Penang,Consumer Electronics,A,SUP-024,37.42,72.95,21,2.8,7.41
SKU-0100,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-025,9.57,18.52,28,7.3,1.89
SKU-0101,WH-PEN-04,Penang,Apparel & Textiles,B,SUP-030,13.61,27.32,27,4.1,2.69
SKU-0102,WH-PEN-04,Penang,Automotive Parts,B,SUP-011,51.28,89.21,43,6.7,10.15
SKU-0103,WH-PEN-04,Penang,Industrial Components,C,SUP-013,13.38,18.02,40,11.8,2.65
SKU-0104,WH-PEN-04,Penang,Apparel & Textiles,A,SUP-026,10.59,23.3,21,3.6,2.1
SKU-0105,WH-PEN-04,Penang,FMCG Household,C,SUP-003,3.27,6.98,9,1.1,0.65
SKU-0106,WH-PEN-04,Penang,Automotive Parts,C,SUP-013,21.29,43.21,33,3.6,4.22
SKU-0107,WH-PEN-04,Penang,Medical Supplies,C,SUP-029,5.1,6.85,19,4.0,1.01
SKU-0108,WH-PEN-04,Penang,Industrial Components,C,SUP-040,4.47,6.33,31,7.9,0.89
SKU-0109,WH-PEN-04,Penang,Consumer Electronics,A,SUP-021,49.75,97.11,28,8.9,9.85
SKU-0110,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-016,7.47,9.68,31,4.0,1.48
SKU-0111,WH-PEN-04,Penang,Medical Supplies,A,SUP-018,26.64,62.32,14,2.1,5.27
SKU-0112,WH-PEN-04,Penang,Consumer Electronics,B,SUP-028,32.57,50.56,23,5.3,6.45
SKU-0113,WH-PEN-04,Penang,Industrial Components,A,SUP-022,38.21,73.33,34,6.5,7.57
SKU-0114,WH-PEN-04,Penang,Automotive Parts,B,SUP-001,24.34,52.86,35,7.7,4.82
SKU-0115,WH-PEN-04,Penang,Consumer Electronics,A,SUP-022,50.65,79.4,19,6.3,10.03
SKU-0116,WH-PEN-04,Penang,FMCG Household,C,SUP-017,0.81,1.22,10,2.4,0.16
SKU-0117,WH-PEN-04,Penang,FMCG Household,C,SUP-029,2.56,4.56,10,2.0,0.51
SKU-0118,WH-PEN-04,Penang,Automotive Parts,C,SUP-036,42.7,74.8,30,10.4,8.45
SKU-0119,WH-PEN-04,Penang,Medical Supplies,B,SUP-039,25.12,39.7,22,2.6,4.97
SKU-0120,WH-PEN-04,Penang,Automotive Parts,B,SUP-025,43.66,77.5,33,11.0,8.64
SKU-0121,WH-PEN-04,Penang,Automotive Parts,C,SUP-015,6.74,15.21,38,8.6,1.33
SKU-0122,WH-PEN-04,Penang,Automotive Parts,B,SUP-018,22.52,36.82,36,8.1,4.46
SKU-0123,WH-PEN-04,Penang,Consumer Electronics,C,SUP-008,9.68,13.65,28,9.3,1.92
SKU-0124,WH-PEN-04,Penang,Industrial Components,C,SUP-038,6.93,10.76,25,5.7,1.37
SKU-0125,WH-PEN-04,Penang,Consumer Electronics,A,SUP-034,44.14,69.17,19,4.0,8.74
SKU-0126,WH-PEN-04,Penang,Medical Supplies,C,SUP-035,19.83,27.06,17,2.9,3.93
SKU-0127,WH-PEN-04,Penang,Industrial Components,C,SUP-014,30.85,42.77,30,7.9,6.11
SKU-0128,WH-PEN-04,Penang,Consumer Electronics,A,SUP-013,54.6,102.33,21,5.1,10.81
SKU-0129,WH-PEN-04,Penang,Consumer Electronics,A,SUP-035,47.67,72.47,27,4.1,9.44
SKU-0130,WH-PEN-04,Penang,Automotive Parts,B,SUP-022,42.64,97.75,31,8.6,8.44
SKU-0131,WH-PEN-04,Penang,Consumer Electronics,B,SUP-029,9.69,14.0,18,4.7,1.92
SKU-0132,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-020,4.2,5.64,26,5.2,0.83
SKU-0133,WH-PEN-04,Penang,Automotive Parts,A,SUP-018,34.23,67.28,41,4.1,6.78
SKU-0134,WH-PEN-04,Penang,Industrial Components,B,SUP-026,33.89,73.22,38,8.0,6.71
SKU-0135,WH-PEN-04,Penang,Automotive Parts,B,SUP-033,5.21,7.66,41,4.2,1.03
SKU-0136,WH-PEN-04,Penang,Consumer Electronics,B,SUP-014,35.3,49.91,24,2.8,6.99
SKU-0137,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-033,9.87,13.84,30,6.2,1.95
SKU-0138,WH-PEN-04,Penang,Medical Supplies,B,SUP-010,2.74,4.63,21,2.5,0.54
SKU-0139,WH-PEN-04,Penang,FMCG Household,C,SUP-017,1.99,3.25,9,1.5,0.39
SKU-0140,WH-PEN-04,Penang,Consumer Electronics,A,SUP-037,56.26,81.94,24,6.3,11.14
SKU-0141,WH-PEN-04,Penang,Medical Supplies,B,SUP-039,18.79,24.6,22,3.9,3.72
SKU-0142,WH-PEN-04,Penang,Medical Supplies,C,SUP-037,7.94,13.09,17,5.9,1.57
SKU-0143,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-013,12.12,27.89,29,9.5,2.4
SKU-0144,WH-PEN-04,Penang,Automotive Parts,C,SUP-034,21.36,39.19,36,8.9,4.23
SKU-0145,WH-PEN-04,Penang,Medical Supplies,C,SUP-038,23.33,38.78,19,6.5,4.62
SKU-0146,WH-PEN-04,Penang,Industrial Components,C,SUP-040,13.76,18.59,25,7.9,2.72
SKU-0147,WH-PEN-04,Penang,Industrial Components,B,SUP-001,24.25,35.19,34,6.1,4.8
SKU-0148,WH-PEN-04,Penang,Medical Supplies,B,SUP-030,11.92,17.69,23,6.6,2.36
SKU-0149,WH-PEN-04,Penang,Medical Supplies,C,SUP-040,8.87,17.58,15,2.0,1.76
SKU-0150,WH-PEN-04,Penang,Consumer Electronics,C,SUP-031,55.76,120.07,22,6.0,11.04
SKU-0151,WH-PEN-04,Penang,FMCG Household,C,SUP-010,1.19,2.61,8,1.8,0.24
SKU-0152,WH-PEN-04,Penang,FMCG Household,C,SUP-031,0.81,1.9,8,0.8,0.16
SKU-0153,WH-PEN-04,Penang,Consumer Electronics,A,SUP-005,25.81,60.54,30,5.1,5.11
SKU-0154,WH-PEN-04,Penang,Medical Supplies,A,SUP-020,19.94,45.64,19,6.4,3.95
SKU-0155,WH-PEN-04,Penang,Consumer Electronics,A,SUP-026,51.41,68.17,22,3.9,10.18
SKU-0156,WH-PEN-04,Penang,Automotive Parts,A,SUP-019,51.94,71.11,32,4.7,10.28
SKU-0157,WH-PEN-04,Penang,Industrial Components,C,SUP-028,13.67,20.39,40,5.9,2.71
SKU-0158,WH-PEN-04,Penang,Automotive Parts,B,SUP-010,24.17,41.6,31,6.8,4.79
SKU-0159,WH-PEN-04,Penang,FMCG Household,C,SUP-025,1.01,1.36,11,3.4,0.2
SKU-0160,WH-PEN-04,Penang,FMCG Household,C,SUP-026,2.63,5.53,9,2.6,0.52
SKU-0161,WH-PEN-04,Penang,Consumer Electronics,A,SUP-026,61.87,110.88,18,3.8,12.25
SKU-0162,WH-PEN-04,Penang,Apparel & Textiles,B,SUP-012,10.17,17.39,30,4.6,2.01
SKU-0163,WH-PEN-04,Penang,Industrial Components,C,SUP-013,24.43,33.91,23,2.6,4.84
SKU-0164,WH-PEN-04,Penang,Consumer Electronics,A,SUP-011,28.58,41.49,26,5.6,5.66
SKU-0165,WH-PEN-04,Penang,Medical Supplies,C,SUP-019,24.88,34.45,17,5.2,4.93
SKU-0166,WH-PEN-04,Penang,Industrial Components,C,SUP-024,20.89,44.14,36,10.2,4.14
SKU-0167,WH-PEN-04,Penang,FMCG Household,C,SUP-015,1.0,1.76,12,2.4,0.2
SKU-0168,WH-PEN-04,Penang,FMCG Household,C,SUP-017,1.85,3.59,11,2.7,0.37
SKU-0169,WH-PEN-04,Penang,Industrial Components,C,SUP-012,5.42,8.05,24,5.0,1.07
SKU-0170,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-009,3.79,5.86,30,7.3,0.75
SKU-0171,WH-PEN-04,Penang,Industrial Components,C,SUP-027,3.64,5.74,40,9.2,0.72
SKU-0172,WH-PEN-04,Penang,Medical Supplies,C,SUP-033,13.33,26.32,17,4.6,2.64
SKU-0173,WH-PEN-04,Penang,Industrial Components,B,SUP-012,25.84,51.48,28,6.4,5.12
SKU-0174,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-035,5.59,7.92,32,10.7,1.11
SKU-0175,WH-PEN-04,Penang,Consumer Electronics,A,SUP-023,30.12,68.29,19,3.9,5.96
SKU-0176,WH-PEN-04,Penang,Consumer Electronics,A,SUP-007,59.76,81.13,26,2.7,11.83
SKU-0177,WH-PEN-04,Penang,Medical Supplies,A,SUP-015,20.8,45.47,22,3.5,4.12
SKU-0178,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-001,8.12,10.92,20,4.5,1.61
SKU-0179,WH-PEN-04,Penang,FMCG Household,B,SUP-002,1.55,2.26,10,2.4,0.31
SKU-0180,WH-PEN-04,Penang,FMCG Household,B,SUP-014,3.82,8.04,11,2.6,0.76
SKU-0181,WH-PEN-04,Penang,FMCG Household,C,SUP-019,1.37,1.92,9,2.5,0.27
SKU-0182,WH-PEN-04,Penang,FMCG Household,C,SUP-032,1.7,2.69,12,2.0,0.34
SKU-0183,WH-PEN-04,Penang,Medical Supplies,C,SUP-006,24.73,40.01,16,4.3,4.9
SKU-0184,WH-PEN-04,Penang,Industrial Components,C,SUP-034,22.06,31.89,29,8.0,4.37
SKU-0185,WH-PEN-04,Penang,FMCG Household,C,SUP-010,3.25,6.2,12,2.4,0.64
SKU-0186,WH-PEN-04,Penang,Automotive Parts,B,SUP-006,32.77,69.21,30,6.0,6.49
SKU-0187,WH-PEN-04,Penang,Industrial Components,A,SUP-028,26.52,57.01,37,5.4,5.25
SKU-0188,WH-PEN-04,Penang,Consumer Electronics,C,SUP-031,23.47,35.68,18,3.7,4.65
SKU-0189,WH-PEN-04,Penang,FMCG Household,C,SUP-025,1.39,2.36,10,3.0,0.28
SKU-0190,WH-PEN-04,Penang,Industrial Components,C,SUP-005,14.61,21.16,24,7.9,2.89
SKU-0191,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-005,3.19,4.61,30,7.5,0.63
SKU-0192,WH-PEN-04,Penang,Industrial Components,B,SUP-016,34.48,47.76,36,6.3,6.83
SKU-0193,WH-PEN-04,Penang,Consumer Electronics,C,SUP-019,22.58,51.13,28,7.6,4.47
SKU-0194,WH-PEN-04,Penang,FMCG Household,B,SUP-040,2.58,5.6,13,3.7,0.51
SKU-0195,WH-PEN-04,Penang,Consumer Electronics,A,SUP-012,50.56,101.09,26,4.8,10.01
SKU-0196,WH-PEN-04,Penang,Consumer Electronics,B,SUP-008,50.11,84.41,27,8.3,9.92
SKU-0197,WH-PEN-04,Penang,Automotive Parts,C,SUP-038,25.6,42.43,36,4.3,5.07
SKU-0198,WH-PEN-04,Penang,FMCG Household,C,SUP-007,2.26,3.84,12,1.2,0.45
SKU-0199,WH-PEN-04,Penang,Consumer Electronics,A,SUP-002,61.71,105.16,26,3.4,12.22
SKU-0200,WH-PEN-04,Penang,Industrial Components,C,SUP-017,27.29,43.77,38,5.3,5.4
SKU-0201,WH-PEN-04,Penang,FMCG Household,C,SUP-017,3.51,4.79,9,2.9,0.69
SKU-0202,WH-PEN-04,Penang,Apparel & Textiles,B,SUP-025,12.75,17.35,27,5.6,2.52
SKU-0203,WH-PEN-04,Penang,Medical Supplies,A,SUP-036,21.69,49.61,22,3.7,4.29
SKU-0204,WH-PEN-04,Penang,Consumer Electronics,C,SUP-038,17.18,28.33,20,4.1,3.4
SKU-0205,WH-PEN-04,Penang,Consumer Electronics,C,SUP-012,37.92,86.8,20,4.0,7.51
SKU-0206,WH-PEN-04,Penang,Industrial Components,C,SUP-040,6.67,9.25,40,7.0,1.32
SKU-0207,WH-PEN-04,Penang,Consumer Electronics,A,SUP-026,42.91,73.93,23,3.1,8.5
SKU-0208,WH-PEN-04,Penang,Automotive Parts,B,SUP-003,49.9,70.76,30,7.9,9.88
SKU-0209,WH-PEN-04,Penang,Consumer Electronics,A,SUP-038,35.2,51.1,22,3.0,6.97
SKU-0210,WH-PEN-04,Penang,Medical Supplies,C,SUP-006,12.82,16.67,18,5.3,2.54
SKU-0211,WH-PEN-04,Penang,Automotive Parts,C,SUP-024,6.68,9.06,38,5.7,1.32
SKU-0212,WH-PEN-04,Penang,Automotive Parts,A,SUP-032,50.11,111.37,44,12.4,9.92
SKU-0213,WH-PEN-04,Penang,Consumer Electronics,A,SUP-010,12.67,19.07,30,9.0,2.51
SKU-0214,WH-PEN-04,Penang,FMCG Household,C,SUP-011,0.65,1.16,11,1.4,0.15
SKU-0215,WH-PEN-04,Penang,Automotive Parts,B,SUP-020,16.57,27.05,40,4.9,3.28
SKU-0216,WH-PEN-04,Penang,FMCG Household,C,SUP-036,0.74,1.16,9,3.0,0.15
SKU-0217,WH-PEN-04,Penang,Consumer Electronics,B,SUP-009,32.03,54.42,28,6.0,6.34
SKU-0218,WH-PEN-04,Penang,Consumer Electronics,B,SUP-027,35.38,49.65,20,5.2,7.01
SKU-0219,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-019,5.2,12.26,21,2.2,1.03
SKU-0220,WH-PEN-04,Penang,Industrial Components,C,SUP-005,4.83,9.95,40,6.8,0.96
SKU-0221,WH-PEN-04,Penang,Industrial Components,C,SUP-029,7.02,13.68,38,8.6,1.39
SKU-0222,WH-PEN-04,Penang,Medical Supplies,C,SUP-034,11.61,18.99,17,5.5,2.3
SKU-0223,WH-PEN-04,Penang,Automotive Parts,C,SUP-024,7.84,10.81,39,6.5,1.55
SKU-0224,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-008,10.14,22.61,27,7.9,2.01
SKU-0225,WH-PEN-04,Penang,Industrial Components,C,SUP-007,10.45,15.9,29,7.7,2.07
SKU-0226,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-017,5.07,6.65,24,3.1,1.0
SKU-0227,WH-PEN-04,Penang,Consumer Electronics,A,SUP-021,28.68,43.67,19,3.3,5.68
SKU-0228,WH-PEN-04,Penang,Medical Supplies,B,SUP-023,12.42,25.14,20,3.2,2.46
SKU-0229,WH-PEN-04,Penang,Automotive Parts,C,SUP-010,5.08,9.14,35,7.4,1.01
SKU-0230,WH-PEN-04,Penang,Consumer Electronics,B,SUP-021,13.16,25.82,24,6.2,2.61
SKU-0231,WH-PEN-04,Penang,Consumer Electronics,B,SUP-012,54.45,110.16,20,4.2,10.78
SKU-0232,WH-PEN-04,Penang,Industrial Components,C,SUP-028,3.04,4.32,39,6.3,0.6
SKU-0233,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-032,7.7,17.21,29,7.9,1.52
SKU-0234,WH-PEN-04,Penang,Automotive Parts,B,SUP-027,28.01,45.01,44,10.8,5.55
SKU-0235,WH-PEN-04,Penang,Apparel & Textiles,C,SUP-001,5.46,9.93,21,4.8,1.08
SKU-0236,WH-PEN-04,Penang,FMCG Household,B,SUP-040,2.1,2.7,11,2.6,0.42
SKU-0237,WH-PEN-04,Penang,Medical Supplies,C,SUP-001,21.51,50.92,23,3.6,4.26
SKU-0238,WH-PEN-04,Penang,FMCG Household,B,SUP-040,3.61,5.32,9,2.4,0.71
SKU-0239,WH-PEN-04,Penang,Consumer Electronics,A,SUP-002,21.32,28.14,20,3.9,4.22
SKU-0240,WH-PEN-04,Penang,Consumer Electronics,B,SUP-021,24.74,40.23,21,4.0,4.9
SKU-0241,WH-PEN-04,Penang,FMCG Household,B,SUP-005,1.4,1.91,9,1.2,0.28
SKU-0242,WH-PEN-04,Penang,FMCG Household,C,SUP-004,2.28,3.14,10,2.5,0.45
SKU-0243,WH-PEN-04,Penang,Industrial Components,B,SUP-028,27.6,49.97,29,7.3,5.46
SKU-0244,WH-PEN-04,Penang,Medical Supplies,C,SUP-030,7.71,12.07,17,3.1,1.53
SKU-0245,WH-PEN-04,Penang,Automotive Parts,B,SUP-005,20.54,45.83,39,12.3,4.07
SKU-0246,WH-PEN-04,Penang,FMCG Household,C,SUP-040,3.94,5.92,8,2.5,0.78
SKU-0247,WH-PEN-04,Penang,Automotive Parts,C,SUP-013,7.28,14.04,33,4.2,1.44
SKU-0248,WH-PEN-04,Penang,Industrial Components,C,SUP-013,19.59,31.91,35,9.6,3.88
SKU-0249,WH-PEN-04,Penang,Industrial Components,B,SUP-012,28.62,52.76,26,5.2,5.67
SKU-0250,WH-PEN-04,Penang,Medical Supplies,B,SUP-019,5.76,10.21,16,5.6,1.14
