SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Avg_Daily_Demand,Demand_Std_Dev,Units_Sold_YTD,Current_Stock,Stockout_Events_YTD,Avg_Stockout_Duration_Days,Units_Lost_YTD,Holding_Cost_Per_Unit,Static_Reorder_Point,Demand_Forecast_AI,AI_Reorder_Point,Static_Order_Qty_Units,AI_Order_Qty_Units,Forecast_Model,Forecast_MAPE_Pct,Forecast_Bias_Pct,Forecast_Sigma_Daily,Is_Intermittent,Reorder_Flag,Snapshot_Date
SKU-0236,WH-BTM-03,Batam,FMCG Household,B,SUP-040,2.1,2.7,11,1.5,106.386,61.928,26365,4970,0,0.0,0,0.32,3366,3290,1519,11553,10450,ma28,4.3,4.3,57.291,0,0,2026-08-31
SKU-0237,WH-BTM-03,Batam,Medical Supplies,C,SUP-001,21.51,50.92,17,3.9,4.101,3.261,936,412,0,0.0,0,3.31,147,134,94,705,638,seasonal_index,32.3,-32.3,2.704,0,0,2026-08-31
SKU-0238,WH-BTM-03,Batam,FMCG Household,B,SUP-040,3.61,5.32,15,3.3,50.849,26.213,13114,4400,0,0.0,0,0.56,1827,1526,950,6038,5462,combination,1.9,1.9,29.342,0,0,2026-08-31
SKU-0239,WH-BTM-03,Batam,Consumer Electronics,A,SUP-002,21.32,28.14,21,6.3,289.099,239.491,58118,1637,6,5.5,12694,3.28,5756,6695,5677,5949,5381,seasonal_index,28.0,28.0,131.434,0,1,2026-08-31
SKU-0240,WH-BTM-03,Batam,Consumer Electronics,B,SUP-021,24.74,40.23,27,8.8,12.77,10.494,2583,71,2,10.0,215,3.81,211,409,475,1160,1049,combination,34.8,34.8,12.512,0,1,2026-08-31
SKU-0241,WH-BTM-03,Batam,FMCG Household,B,SUP-005,1.4,1.91,13,3.7,118.858,71.171,28712,12588,0,0.0,0,0.22,4423,3675,1977,14728,13322,holt_winters,3.3,-3.3,64.742,0,0,2026-08-31
SKU-0242,WH-BTM-03,Batam,FMCG Household,C,SUP-004,2.28,3.14,15,3.9,43.507,27.762,10865,3454,0,0.0,0,0.35,1672,1368,842,7065,6390,seasonal_index,0.5,0.5,24.728,0,0,2026-08-31
SKU-0243,WH-BTM-03,Batam,Industrial Components,B,SUP-028,27.6,49.97,42,8.7,11.611,8.517,2345,336,3,9.7,322,4.25,277,398,628,1047,947,holt_winters,7.7,-7.7,6.601,0,1,2026-08-31
SKU-0244,WH-BTM-03,Batam,Medical Supplies,C,SUP-030,7.71,12.07,22,5.0,7.718,6.658,1701,1527,2,4.0,77,1.19,141,268,241,1614,1460,combination,11.2,11.2,5.691,0,0,2026-08-31
SKU-0245,WH-BTM-03,Batam,Automotive Parts,B,SUP-005,20.54,45.83,53,12.0,6.507,4.4,1402,416,3,15.3,306,3.16,203,183,376,909,822,combination,19.9,19.9,4.473,0,0,2026-08-31
SKU-0246,WH-BTM-03,Batam,FMCG Household,C,SUP-040,3.94,5.92,9,0.9,8.715,5.689,2002,732,0,0.0,0,0.61,320,255,103,2395,2166,combination,2.1,2.1,5.355,0,0,2026-08-31
SKU-0247,WH-BTM-03,Batam,Automotive Parts,C,SUP-013,7.28,14.04,54,12.2,8.008,4.959,1639,82,1,16.0,124,1.12,340,209,432,1694,1533,ma28,0.4,-0.4,4.61,0,1,2026-08-31
SKU-0248,WH-BTM-03,Batam,Industrial Components,C,SUP-013,19.59,31.91,44,13.8,2.227,2.068,521,134,2,4.0,55,3.02,76,56,104,544,492,seasonal_index,17.6,17.6,1.934,0,0,2026-08-31
SKU-0249,WH-BTM-03,Batam,Industrial Components,B,SUP-012,28.62,52.76,46,12.8,15.26,13.457,3065,1160,5,8.6,611,4.41,430,443,833,1179,1066,combination,3.9,3.9,13.747,0,0,2026-08-31
SKU-0250,WH-BTM-03,Batam,Medical Supplies,B,SUP-019,5.76,10.21,20,6.0,36.627,21.443,9322,1764,0,0.0,0,0.89,905,1135,927,4065,3677,combination,6.4,6.4,23.129,0,0,2026-08-31
SKU-0001,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-003,0.71,0.93,8,1.4,38.6,24.852,9978,2246,0,0.0,0,0.15,1087,1037,407,10165,9194,seasonal_index,14.2,-14.2,28.07,0,0,2026-08-31
SKU-0002,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-019,9.02,12.35,23,3.3,2.403,1.825,616,336,0,0.0,0,1.69,79,70,70,756,683,combination,22.4,22.4,2.033,0,0,2026-08-31
SKU-0003,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-025,1.74,3.87,10,3.5,7.581,5.901,1877,2106,0,0.0,0,0.33,318,268,121,3037,2747,combination,17.3,-17.3,6.052,0,0,2026-08-31
SKU-0004,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-039,13.13,16.91,36,4.2,67.567,38.502,13284,0,5,9.6,3255,2.46,1627,1572,2184,3321,3004,combination,13.5,13.5,30.19,0,1,2026-08-31
SKU-0005,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-022,24.26,34.06,29,8.9,3.805,2.498,1003,205,1,9.0,34,4.54,110,129,147,580,525,holt_winters,46.7,46.7,2.539,0,0,2026-08-31
SKU-0006,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-014,10.71,13.93,20,5.2,3.403,3.2,759,120,0,0.0,0,2.0,122,47,45,827,748,combination,33.7,33.7,1.842,0,0,2026-08-31
SKU-0007,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-023,0.55,0.74,12,3.4,273.279,143.759,64273,31106,0,0.0,0,0.15,9146,9206,4452,27046,24464,ma28,17.7,-17.7,135.095,0,0,2026-08-31
SKU-0008,WH-JHR-02,Johor Bahru,FMCG Household,A,SUP-008,3.56,6.39,8,2.2,1407.027,837.12,368266,34144,0,0.0,0,0.67,39562,37471,13958,29037,26265,combination,22.0,22.0,852.383,0,0,2026-08-31
SKU-0009,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-004,54.11,78.08,24,7.6,6.195,4.999,1449,155,0,0.0,0,10.12,184,219,212,496,448,combination,13.3,-13.3,4.525,0,1,2026-08-31
SKU-0010,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-028,11.31,19.67,18,2.6,14.345,11.03,3176,1016,1,8.0,82,2.11,309,430,317,1652,1494,combination,13.4,-13.4,8.356,0,0,2026-08-31
SKU-0011,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,8.53,15.03,28,2.8,13.57,9.693,3138,112,0,0.0,0,1.6,394,423,473,1845,1669,combination,20.6,20.6,9.034,0,1,2026-08-31
SKU-0012,WH-JHR-02,Johor Bahru,Apparel & Textiles,A,SUP-034,8.89,18.75,32,8.0,72.214,45.433,16080,2197,3,13.0,3488,1.66,2083,1359,1814,4179,3780,seasonal_index,60.5,60.5,39.091,0,0,2026-08-31
SKU-0013,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-024,10.62,13.65,28,5.3,2.052,1.875,521,282,0,0.0,0,1.99,66,51,64,643,582,combination,3.3,3.3,1.906,0,0,2026-08-31
SKU-0014,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-002,1.85,3.91,12,1.6,29.614,15.006,7122,4562,0,0.0,0,0.35,798,1068,520,5829,5272,combination,33.1,-33.1,16.341,0,0,2026-08-31
SKU-0015,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-040,25.96,46.6,17,2.5,33.003,23.097,8381,1464,0,0.0,0,4.85,1113,843,604,1653,1495,combination,11.7,11.7,18.533,0,0,2026-08-31
SKU-0016,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-018,38.84,53.84,33,6.0,19.66,16.166,4606,592,2,4.0,256,7.26,733,534,726,1043,943,combination,1.2,-1.2,14.594,0,1,2026-08-31
SKU-0017,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-012,21.3,42.45,23,2.7,8.005,5.745,2153,478,0,0.0,0,3.98,253,226,227,899,813,combination,29.6,29.6,6.885,0,0,2026-08-31
SKU-0018,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-036,24.1,51.06,17,1.9,17.088,12.738,4546,1108,0,0.0,0,4.51,563,380,305,1233,1116,combination,9.8,9.8,13.239,0,0,2026-08-31
SKU-0019,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-030,3.04,4.42,12,3.9,4.362,3.038,1052,1172,0,0.0,0,0.57,135,126,69,1753,1586,seasonal_index,28.0,28.0,3.334,0,0,2026-08-31
SKU-0020,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-030,38.15,84.92,36,6.4,3.888,2.67,850,448,2,9.0,78,7.13,119,134,187,468,423,seasonal_index,13.0,-13.0,2.725,0,0,2026-08-31
SKU-0021,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-012,1.94,3.15,11,3.8,30.696,15.741,7761,4216,0,0.0,0,0.36,793,917,415,5851,5292,holt_winters,16.5,16.5,14.402,0,0,2026-08-31
SKU-0022,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-040,26.07,46.32,24,8.2,7.625,6.298,1919,238,0,0.0,0,4.88,249,218,230,792,716,seasonal_index,3.2,-3.2,6.899,0,0,2026-08-31
SKU-0023,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-019,1.34,3.15,26,3.5,5.622,4.196,1526,2651,1,4.0,28,0.25,168,141,160,3005,2718,seasonal_index,3.3,-3.3,4.485,0,0,2026-08-31
SKU-0024,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-022,1.27,1.95,11,3.1,47.378,28.923,12134,7068,0,0.0,0,0.24,2104,1258,652,8903,8053,seasonal_index,22.2,22.2,34.975,0,0,2026-08-31
SKU-0025,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-031,2.44,5.01,9,2.3,105.214,69.537,27163,9032,0,0.0,0,0.46,4312,3004,1277,9583,8668,combination,33.7,33.7,76.028,0,0,2026-08-31
SKU-0026,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-027,16.01,24.06,18,4.9,35.153,23.927,9397,2458,0,0.0,0,2.99,1165,1106,845,2173,1965,combination,17.1,17.1,25.975,0,0,2026-08-31
SKU-0027,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-007,6.15,12.49,16,2.0,26.027,16.173,5960,1714,0,0.0,0,1.15,665,957,622,3014,2727,combination,8.7,-8.7,16.942,0,0,2026-08-31
SKU-0028,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-013,53.0,94.02,27,4.0,13.134,7.401,2712,604,3,2.7,126,9.91,305,458,469,729,660,combination,0.7,0.7,6.568,0,0,2026-08-31
SKU-0029,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-015,61.4,87.45,17,2.0,12.099,6.622,3127,274,0,0.0,0,11.48,465,317,230,650,588,combination,13.6,13.6,7.46,0,0,2026-08-31
SKU-0030,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-038,31.13,49.34,38,9.5,2.2,2.213,506,285,2,9.0,42,5.82,71,60,95,390,352,combination,12.3,12.3,1.933,0,0,2026-08-31
SKU-0031,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-029,3.6,5.41,12,4.2,49.879,20.549,12376,2612,0,0.0,0,0.67,1684,1531,729,5467,4945,combination,3.4,3.4,20.494,0,0,2026-08-31
SKU-0032,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-015,13.88,18.46,19,5.1,9.422,7.916,1606,1144,1,6.0,46,2.6,180,351,254,1206,1091,combination,13.3,-13.3,4.375,0,0,2026-08-31
SKU-0033,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-030,8.1,10.53,25,6.9,99.397,71.042,22790,5928,0,0.0,0,1.51,3650,3172,3146,5141,4650,combination,2.5,-2.5,61.122,0,0,2026-08-31
SKU-0034,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-030,19.14,29.21,33,11.4,46.088,31.493,10039,2434,1,14.0,571,3.58,1549,1232,1556,2274,2056,combination,25.1,25.1,21.212,0,0,2026-08-31
SKU-0035,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-016,11.81,15.28,14,3.8,28.162,18.618,6543,555,0,0.0,0,2.21,655,901,511,2262,2046,combination,14.4,-14.4,14.685,0,0,2026-08-31
SKU-0036,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-017,11.4,15.82,24,2.6,7.677,5.828,1714,452,0,0.0,0,2.13,211,240,240,1203,1088,seasonal_index,20.9,20.9,5.891,0,0,2026-08-31
SKU-0037,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-036,48.54,93.54,25,7.9,4.805,4.129,1195,476,0,0.0,0,9.08,155,104,123,461,417,combination,7.4,7.4,4.429,0,0,2026-08-31
SKU-0038,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-023,12.84,24.45,19,3.6,65.888,35.491,16918,2890,0,0.0,0,2.4,2039,2028,1550,3320,3003,combination,6.7,-6.7,37.059,0,0,2026-08-31
SKU-0039,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-006,19.9,38.71,28,2.8,12.11,12.244,3036,61,1,11.0,134,3.72,347,417,526,1143,1034,combination,31.6,-31.6,15.666,0,1,2026-08-31
SKU-0040,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-029,12.08,18.14,38,8.6,13.085,9.278,2771,1361,2,8.5,259,2.26,391,450,647,1525,1379,combination,23.3,-23.3,7.499,0,0,2026-08-31
SKU-0041,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-024,6.52,14.19,19,6.4,1.395,1.421,334,548,0,0.0,0,1.22,40,33,30,678,613,croston_sba,8.7,8.7,1.322,1,0,2026-08-31
SKU-0042,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-021,3.86,6.82,8,1.3,87.932,58.812,20237,9195,0,0.0,0,0.72,2779,2319,847,7002,6334,combination,10.7,10.7,49.107,0,0,2026-08-31
SKU-0043,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-030,7.1,9.66,36,8.0,7.564,5.534,1921,1322,0,0.0,0,1.33,305,197,291,1511,1367,seasonal_index,2.4,-2.4,5.515,0,0,2026-08-31
SKU-0044,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-037,11.38,15.63,36,5.2,2.332,2.249,498,252,2,12.0,70,2.13,38,67,101,663,600,combination,0.2,0.2,2.106,0,0,2026-08-31
SKU-0045,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-014,1.58,2.98,11,1.3,20.096,9.708,4955,1028,0,0.0,0,0.3,584,518,242,5186,4691,seasonal_index,10.9,-10.9,9.552,0,0,2026-08-31
SKU-0046,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,2.31,3.22,10,1.2,61.375,44.735,14810,6043,0,0.0,0,0.43,1950,1476,637,7570,6847,seasonal_index,1.3,1.3,27.841,0,0,2026-08-31
SKU-0047,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-008,24.11,40.36,27,7.6,6.636,5.227,1540,486,0,0.0,0,4.51,216,186,205,769,695,combination,3.4,-3.4,4.331,0,0,2026-08-31
SKU-0048,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-026,20.76,49.08,23,7.3,7.296,5.46,1730,584,0,0.0,0,3.88,205,231,223,869,786,combination,23.0,-23.0,5.792,0,0,2026-08-31
SKU-0049,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-017,8.95,11.5,30,4.1,5.112,3.844,1220,1108,3,6.3,104,1.67,97,149,185,1109,1003,combination,0.7,0.7,3.926,0,0,2026-08-31
SKU-0050,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-014,20.4,26.36,17,2.9,14.526,9.978,4019,740,0,0.0,0,3.81,476,435,308,1237,1119,combination,16.1,-16.1,9.148,0,0,2026-08-31
SKU-0051,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-028,53.4,126.39,29,4.3,32.723,20.849,7860,1474,0,0.0,0,9.99,1374,744,896,1147,1037,combination,3.4,3.4,20.028,0,0,2026-08-31
SKU-0052,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-017,42.07,73.87,19,2.0,94.795,67.791,22964,1633,7,3.6,2406,7.87,1941,2600,2178,2199,1989,combination,3.4,-3.4,74.048,0,1,2026-08-31
SKU-0053,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-019,2.9,3.95,11,2.6,2.11,1.93,518,1186,0,0.0,0,0.54,77,68,36,1253,1133,seasonal_index,27.9,-27.9,2.069,0,0,2026-08-31
SKU-0054,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-018,36.5,79.87,28,7.7,6.682,5.006,1677,598,1,1.0,24,6.83,190,158,188,627,567,seasonal_index,22.0,-22.0,4.662,0,0,2026-08-31
SKU-0055,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-011,40.86,88.24,30,7.9,9.068,6.262,2006,139,2,4.0,65,7.64,274,256,304,690,624,combination,4.8,-4.8,5.365,0,1,2026-08-31
SKU-0056,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-006,0.72,1.23,9,1.8,39.729,24.206,9584,1907,0,0.0,0,0.15,940,1359,540,10312,9328,combination,18.5,-18.5,26.78,0,0,2026-08-31
SKU-0057,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-034,11.17,20.08,17,4.1,13.904,7.977,3775,1039,0,0.0,0,2.09,395,417,295,1634,1478,combination,10.9,-10.9,8.74,0,0,2026-08-31
SKU-0058,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-004,30.36,44.54,40,4.9,0.381,0.646,87,126,3,1.3,4,5.68,15,7,16,164,148,snaive,37.5,37.5,0.678,1,0,2026-08-31
SKU-0059,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-013,25.62,33.63,28,3.9,17.978,14.226,3999,918,1,2.0,27,4.79,619,660,730,1228,1110,snaive,7.3,-7.3,13.173,0,0,2026-08-31
SKU-0060,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-027,53.45,94.44,27,9.0,125.693,79.752,29821,3687,1,1.0,485,10.0,5283,2809,3036,2246,2032,combination,6.2,6.2,59.41,0,0,2026-08-31
SKU-0061,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-006,27.68,41.08,28,8.1,1.148,1.43,275,72,0,0.0,0,5.18,44,35,46,298,270,combination,44.0,44.0,1.458,1,0,2026-08-31
SKU-0062,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-027,21.22,39.22,21,6.9,37.477,32.821,8952,232,0,0.0,0,3.97,1255,1714,1463,1947,1761,combination,34.2,-34.2,34.958,0,1,2026-08-31
SKU-0063,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-030,45.04,94.04,28,9.2,2.942,2.426,761,362,0,0.0,0,8.42,124,90,107,375,339,seasonal_index,16.5,-16.5,2.675,0,0,2026-08-31
SKU-0064,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-027,2.37,3.06,12,3.1,30.285,20.227,7324,3102,0,0.0,0,0.44,1014,978,520,5257,4755,seasonal_index,56.0,56.0,22.646,0,0,2026-08-31
SKU-0065,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-013,47.75,84.43,35,11.6,1.833,1.804,429,114,0,0.0,0,8.93,66,47,70,287,260,combination,5.0,5.0,1.581,0,0,2026-08-31
SKU-0066,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-001,16.68,23.94,17,3.5,14.019,9.163,3730,1328,0,0.0,0,3.12,402,266,217,1343,1215,seasonal_index,20.0,-20.0,9.741,0,0,2026-08-31
SKU-0067,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-036,23.26,49.98,15,1.5,106.449,55.543,25682,3638,0,0.0,0,4.35,3304,3196,1879,3135,2835,combination,23.0,-23.0,44.047,0,0,2026-08-31
SKU-0068,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-014,15.26,22.16,22,2.5,11.655,8.902,2778,532,0,0.0,0,2.85,303,439,388,1281,1159,combination,26.7,-26.7,8.588,0,0,2026-08-31
SKU-0069,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-033,34.43,61.47,20,2.5,95.871,69.69,25105,4020,0,0.0,0,6.44,3560,2160,1974,2445,2211,combination,47.0,47.0,72.584,0,0,2026-08-31
SKU-0070,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-008,15.29,26.33,22,2.7,45.077,34.695,9217,2097,1,2.0,51,2.86,1029,1017,892,2516,2275,snaive,6.8,6.8,18.878,0,0,2026-08-31
SKU-0071,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-007,12.77,20.04,26,4.9,25.984,19.134,6574,846,0,0.0,0,2.39,929,1093,1108,2089,1890,combination,15.7,-15.7,19.225,0,1,2026-08-31
SKU-0072,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-032,17.35,32.37,38,10.5,45.693,31.298,9211,2252,4,7.8,1341,3.24,1341,1339,1974,2380,2152,combination,18.4,18.4,27.439,0,0,2026-08-31
SKU-0073,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-038,3.89,7.5,8,2.4,41.715,28.885,10108,3138,0,0.0,0,0.73,1599,1177,415,4790,4333,combination,16.9,-16.9,21.855,0,0,2026-08-31
SKU-0074,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-035,25.71,44.64,32,7.9,14.874,12.365,3297,229,1,1.0,7,4.81,529,451,565,1114,1008,holt_winters,16.2,-16.2,9.11,0,1,2026-08-31
SKU-0075,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-031,16.76,33.06,20,2.7,10.57,6.541,2369,666,0,0.0,0,3.13,450,357,288,1164,1053,combination,2.7,-2.7,6.727,0,0,2026-08-31
SKU-0076,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-010,15.2,35.68,31,8.9,6.104,5.867,1400,310,0,0.0,0,2.84,216,216,262,929,840,combination,15.7,-15.7,4.205,0,0,2026-08-31
SKU-0077,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-037,9.9,15.74,27,5.1,3.666,3.235,784,108,2,2.5,21,1.85,74,126,139,892,807,seasonal_index,0.4,0.4,3.062,0,1,2026-08-31
SKU-0078,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-027,6.17,10.37,30,3.1,26.455,19.015,6004,2172,1,6.0,147,1.15,798,648,802,3039,2749,combination,31.2,31.2,17.057,0,0,2026-08-31
SKU-0079,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-007,25.19,32.48,19,3.2,2.614,2.177,620,295,2,2.0,9,4.71,60,85,70,472,427,combination,17.3,17.3,2.242,0,0,2026-08-31
SKU-0080,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-006,2.16,4.38,8,1.5,65.479,39.554,15134,6254,0,0.0,0,0.4,1780,1268,523,8107,7333,snaive,44.5,44.5,39.68,0,0,2026-08-31
SKU-0081,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-035,19.45,32.81,34,5.7,5.723,3.601,1426,130,0,0.0,0,3.64,232,147,200,795,719,combination,23.0,23.0,3.454,0,1,2026-08-31
SKU-0082,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-012,24.55,38.78,33,10.0,30.904,22.231,6966,1099,1,5.0,116,4.59,1076,855,1096,1644,1487,combination,10.2,10.2,16.448,0,0,2026-08-31
SKU-0083,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-031,0.53,0.71,8,2.3,85.247,48.344,20693,8865,0,0.0,0,0.15,2215,2303,817,15106,13663,holt_winters,3.0,3.0,43.621,0,0,2026-08-31
SKU-0084,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-006,22.29,48.49,28,7.7,139.134,96.534,25620,0,4,5.5,3945,4.17,3327,5253,5677,3660,3311,seasonal_index,13.7,13.7,88.903,0,1,2026-08-31
SKU-0085,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-012,45.67,71.61,23,3.1,26.178,16.734,5470,988,0,0.0,0,8.54,807,895,808,1109,1003,combination,11.9,11.9,15.46,0,0,2026-08-31
SKU-0086,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-012,41.86,78.35,26,7.9,3.019,2.484,631,0,1,3.0,16,7.83,68,118,122,393,356,combination,17.7,-17.7,2.369,0,1,2026-08-31
SKU-0087,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-012,4.13,5.69,10,2.7,39.071,18.085,9326,2561,0,0.0,0,0.77,1023,1213,491,4514,4083,combination,18.3,-18.3,16.722,0,0,2026-08-31
SKU-0088,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-027,17.51,40.36,20,3.0,2.732,2.532,695,540,0,0.0,0,3.27,89,73,65,579,524,combination,18.8,18.8,2.301,0,0,2026-08-31
SKU-0089,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-037,33.26,46.47,25,6.6,8.307,4.809,1769,580,0,0.0,0,6.22,318,307,291,732,662,combination,16.5,16.5,4.287,0,0,2026-08-31
SKU-0090,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-037,21.04,29.71,22,4.9,127.378,86.119,31114,3176,1,2.0,172,3.93,4410,5053,4230,3607,3263,combination,25.2,-25.2,67.898,0,1,2026-08-31
SKU-0091,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-030,56.68,120.4,24,5.0,31.737,22.102,5622,650,4,6.5,1086,10.6,524,1115,1035,1096,992,combination,13.1,-13.1,17.692,0,1,2026-08-31
SKU-0092,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-009,38.87,86.1,30,3.8,2.348,1.991,581,131,1,5.0,11,7.27,77,52,70,360,326,combination,43.2,43.2,1.984,0,0,2026-08-31
SKU-0093,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-039,26.08,37.07,14,3.2,4.97,3.817,1150,576,0,0.0,0,4.88,154,169,99,639,578,combination,21.6,-21.6,3.222,0,0,2026-08-31
SKU-0094,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-022,31.15,50.99,32,4.0,9.937,6.584,2382,472,1,1.0,8,5.83,331,296,376,827,748,seasonal_index,19.8,-19.8,6.48,0,0,2026-08-31
SKU-0095,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-022,34.2,66.29,23,3.2,2.337,2.344,598,200,0,0.0,0,6.4,96,84,86,383,346,seasonal_index,21.8,-21.8,2.698,0,0,2026-08-31
SKU-0096,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-029,10.36,22.34,30,4.0,2.036,1.963,426,307,3,5.0,42,1.94,35,42,58,649,587,combination,16.7,16.7,1.784,0,0,2026-08-31
SKU-0097,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-031,29.37,45.64,23,7.8,7.685,7.489,1894,25,0,0.0,0,5.49,205,249,246,750,678,combination,17.7,-17.7,6.982,0,1,2026-08-31
SKU-0098,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-039,31.2,52.54,23,3.9,93.567,55.312,20292,824,0,0.0,0,5.83,3228,3796,3256,2538,2296,combination,27.1,-27.1,43.925,0,1,2026-08-31
SKU-0099,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-024,37.42,72.95,18,3.4,31.447,16.117,7972,892,3,3.3,320,7.0,634,871,639,1343,1215,combination,4.1,4.1,16.731,0,0,2026-08-31
SKU-0100,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-025,9.57,18.52,27,4.9,0.655,0.865,129,362,0,0.0,0,1.79,26,20,24,383,347,croston_sba,14.9,-14.9,0.732,1,0,2026-08-31
